Date,PEP,KO
2023-03-20,5.126388457007468,4.05834575479569
2023-03-21,5.128750577069748,4.053714582185874
2023-03-22,5.120288402229696,4.049228489380783
2023-03-23,5.115404234661552,4.047061164455197
2023-03-24,5.1347994749035,4.063284077345136
2023-03-27,5.1370304981498505,4.070646004193349
2023-03-28,5.136696058682517,4.071786348875876
2023-03-29,5.143583071219258,4.078924643169136
2023-03-30,5.144468218505663,4.078762956189868
2023-03-31,5.15256472979275,4.081668943180081
2023-04-03,5.153661176973882,4.087616120618622
2023-04-04,5.1500930759190116,4.084566638279282
2023-04-05,5.159888134809993,4.094006014117121
2023-04-06,5.163801253754641,4.094642763503563
2023-04-10,5.15748943414924,4.09225281203172
2023-04-11,5.15595981912282,4.090496722299877
2023-04-12,5.153989726999725,4.09225281203172
2023-04-13,5.1639098229161835,4.0995637928636866
2023-04-14,5.159180080261441,4.097978951205671
2023-04-17,5.164289286001854,4.104460724232378
2023-04-18,5.1663473415475165,4.106035208905526
2023-04-19,5.165752129533675,4.10792143695611
2023-04-20,5.16904889970238,4.112308786288393
2023-04-21,5.16948057318859,4.113715025585077
2023-04-24,5.169965755528447,4.112152408399658
2023-04-25,5.192407553189699,4.110587470727618
2023-04-26,5.186221112403634,4.10587784680678
2023-04-27,5.192302119320535,4.10792143695611
2023-04-28,5.1986081360547,4.115274955761572
2023-05-01,5.2027381457336475,4.117610577425562
2023-05-02,5.20570751706007,4.113090309131596
2023-05-03,5.2053432849806915,4.10745022907524
2023-05-04,5.211568017992294,4.108549389832565
2023-05-05,5.21615994045458,4.11324635327013
2023-05-08,5.21141298955991,4.1116831904410605
2023-05-09,5.215490476319854,4.103356994680454
2023-05-10,5.21615994045458,4.105090790453586
